username,first,last,gender,dob,country,color,fruits,os,shell,permission
tn4086,tora,necessary,f,may 29 1998,switzerland,green,grapes,windows,/bin/csh,drop
ea9272,evelinn,alpers,f,august 15 1987,cyprus,dark_slate_gray,pears,windows,/bin/ksh,update
sl1013,shaden,lockaby,f,november 26 1989,ecuador,honeydew,pineapple,windows,/bin/bash,delete
av4676,ansleigh,villafuerte,f,january 7 1987,israel,dark_cyan,blueberries,mac,/bin/ksh,create
lv5094,lenoxx,vannest,m,september 4 1993,guatemala,plum,mangoes,windows,/bin/tcsh,select
rm7096,ransh,miguel,m,september 18 1995,ghana,floral_white,avocados,mac,/bin/csh,update
kg7388,kasiah,guernsey,f,june 8 1995,namibia,azure,limes,mac,/bin/csh,select
cw5550,celine,weeden,f,december 4 1991,azerbaijan,saddle_brown,blackberries,mac,/bin/ksh,delete
rm9433,rishab,minns,m,september 21 1991,moldova,sky_blue,apples,mac,/bin/bash,create
jo2805,joseph,ortegon,m,june 5 1986,uruguay,yellow_green,pears,windows,/bin/csh,delete
kb9569,kelsea,barcena,f,september 10 1994,germany,peru,pears,windows,/bin/csh,select
lv7268,laynee,vess,f,february 26 1999,moldova,lime,raspberries,windows,/bin/tcsh,drop
tl8021,taylour,lucio,f,september 20 1995,uzbekistan,wheat,strawberries,mac,/bin/ksh,execute
hw1114,harith,wadley,m,june 2 1992,slovakia,dodger_blue,avocados,windows,/bin/csh,create
jm1279,jove,mastin,m,january 13 1989,hong_kong,dark_salmon,pears,windows,/bin/csh,update
zs6904,zacharius,sabato,m,december 21 1986,albania,ivory,pineapple,windows,/bin/tcsh,execute
jp8242,jakin,porco,m,february 11 1999,switzerland,hot_pink,limes,windows,/bin/tcsh,create
ds7380,deanna,sanders,f,march 10 1985,ukraine,gainsboro,watermelon,mac,/bin/bash,update
ck4685,cyncere,kampa,m,september 25 1988,poland,crimson,blueberries,windows,/bin/bash,all
cg8749,conrado,gartin,m,april 28 1999,norway,medium_sea_green,peaches,mac,/bin/ksh,select
kp5265,kamani,petrick,f,september 13 1993,rwanda,orchid,pineapple,mac,/bin/bash,create
wp3130,winry,pauli,f,june 26 1992,tunisia,aqua,grapes,windows,/bin/ksh,all
ks5974,kehlanni,sylva,f,december 14 1989,colombia,light_salmon,peaches,windows,/bin/csh,insert
aa6480,amnah,adjei,f,december 15 1989,the_gambia,floral_white,avocados,windows,/bin/csh,drop
rc3893,rodrigo,coloma,m,august 10 1995,british_virgin_islands,old_lace,apples,mac,/bin/bash,all
aj9758,ahmoni,jetter,f,november 13 1989,cuba,orchid,oranges,mac,/bin/tcsh,create
kt9159,kelis,thammavong,f,july 30 1992,liechtenstein,light_goldenrod,strawberries,mac,/bin/ksh,update
rs7046,renn,southard,f,october 13 1989,bosnia_and_herzegovina,crimson,raspberries,windows,/bin/bash,update
kt7151,kitty,thorp,f,november 3 1990,albania,sienna,cantaloupe,mac,/bin/bash,all
rt7828,racheal,tabb,f,march 12 1994,israel,aqua,avocados,mac,/bin/ksh,create
ag9728,amari,gilbreath,f,december 11 1997,san_marino,dark_blue,raspberries,mac,/bin/tcsh,insert
ka7047,kamile,abshire,f,march 5 1996,fiji,light_sea_green,strawberries,mac,/bin/ksh,all
yd3901,yana,day,f,january 28 1997,portugal,deep_pink,watermelon,windows,/bin/bash,insert
yt1726,yehonatan,tarbox,m,july 9 1993,guatemala,dark_magenta,watermelon,windows,/bin/bash,create
nd6976,november,dauria,f,march 25 1994,india,indian_red,pineapple,mac,/bin/csh,drop
ts6968,tayyib,sowell,m,april 6 1996,bosnia_and_herzegovina,white,watermelon,windows,/bin/tcsh,execute
lh9876,lealani,hodo,f,september 21 1997,uzbekistan,moccasin,avocados,mac,/bin/bash,execute
aw9543,analyssa,warnock,f,august 28 1995,ecuador,beige,apples,mac,/bin/csh,insert
zr1816,zakkary,rotz,m,november 9 1999,australia,dark_green,grapes,windows,/bin/tcsh,delete
jw4937,jayce,weyrauch,m,july 20 1998,qatar,dark_magenta,cantaloupe,mac,/bin/ksh,select
dp4597,daoud,puskar,m,august 2 1987,iran,crimson,plums,mac,/bin/tcsh,all
yh6626,yulianna,heaberlin,f,october 10 1998,el_salvador,dodger_blue,pineapple,windows,/bin/tcsh,delete
ar1092,arlie,roser,f,april 6 1997,croatia,chartreuse,blueberries,mac,/bin/ksh,all
dp7280,diyaa,pastrana,f,january 29 1996,united_states,forest_green,limes,mac,/bin/ksh,execute
yc4721,yordanos,cozzolino,f,december 26 1992,serbia,wheat,blackberries,mac,/bin/tcsh,delete
cm9452,cedar,mires,f,march 9 1985,slovenia,medium_violet_red,grapes,windows,/bin/csh,select
sk1377,sael,killpack,m,may 11 1994,cuba,orange_red,mangoes,mac,/bin/csh,insert
mt2826,marialis,twitchell,f,may 15 1991,france,turquoise,grapes,windows,/bin/bash,create
cr7569,cleopatra,rempel,f,june 8 1993,botswana,turquoise,cantaloupe,mac,/bin/ksh,update
ag1841,airam,germain,m,april 4 1986,nigeria,lime,plums,mac,/bin/csh,delete
rc2964,rosario,capper,m,march 29 1985,great_britain,dark_olive_green,grapes,windows,/bin/bash,drop
te1728,theodor,eyster,m,march 21 1985,slovakia,light_goldenrod,raspberries,mac,/bin/csh,drop
ed1210,elliani,defalco,f,march 25 1988,ivory_coast,medium_blue,grapes,windows,/bin/ksh,update
rr6124,rithik,rumple,m,june 25 1994,djibouti,medium_blue,avocados,mac,/bin/csh,all
jw1651,jakhi,withee,m,may 17 1996,norway,dark_green,lemons,mac,/bin/csh,drop
mw9820,momodou,warman,m,august 22 1994,peru,tomato,mangoes,mac,/bin/bash,insert
av3724,alesana,valvo,f,september 15 1990,canada,dark_turquoise,lemons,mac,/bin/tcsh,insert
od8495,omario,dessert,m,may 5 1999,djibouti,medium_sea_green,watermelon,windows,/bin/bash,execute
tn4862,tyndall,najarro,f,march 8 1987,bosnia_and_herzegovina,steel_blue,lemons,windows,/bin/tcsh,drop
ag4475,arvind,gravel,m,june 21 1991,morocco,light_blue,pineapple,windows,/bin/tcsh,update
ac3739,aoi,chevere,f,april 30 1987,costa_rica,indigo,raspberries,windows,/bin/bash,create
ss2156,sammy,sipes,m,january 21 1995,fiji,light_pink,nectarines,mac,/bin/csh,insert
bs2954,brook,skelton,m,march 3 1989,czech_republic,misty_rose,grapes,mac,/bin/csh,all
cc4415,clayten,chalk,m,november 26 1998,india,thistle,lemons,windows,/bin/tcsh,all
dr7965,damyiah,ruffo,f,august 24 1996,el_salvador,powder_blue,limes,windows,/bin/ksh,insert
rc7690,rileyann,chica,f,november 8 1992,south_africa,aquamarine,mangoes,windows,/bin/csh,all
kr3532,kamaiyah,roquemore,f,march 3 1998,mexico,violet,peaches,mac,/bin/bash,update
dr7415,dariya,remache,f,july 26 1996,costa_rica,blue_violet,limes,windows,/bin/bash,insert
zk6691,zeinab,kozicki,f,may 10 1985,kazakhstan,lawn_green,cherries,windows,/bin/ksh,delete
cs6361,carlynn,scheffler,f,september 8 1994,tanzania,green,grapes,windows,/bin/ksh,create
ab1669,azlaan,barrs,m,january 8 1995,sweden,medium_blue,oranges,windows,/bin/csh,insert
ff8913,fenix,fulkerson,m,september 9 1996,cayman_islands,dark_olive_green,pears,windows,/bin/csh,select
fd5399,fletcher,diab,f,october 25 1993,sao_tome_and_principe,cyan,avocados,mac,/bin/tcsh,drop
cg7092,charisma,gillikin,f,november 1 1998,bahrain,lime_green,avocados,mac,/bin/ksh,drop
rh3341,riot,hong,f,december 8 1991,ivory_coast,navy_blue,nectarines,windows,/bin/csh,drop
ms7215,mykaela,sego,f,january 22 1990,grenada,peru,peaches,mac,/bin/bash,create
rr1633,rosalba,rimes,f,october 1 1993,ivory_coast,lime,limes,windows,/bin/tcsh,all
ep8033,ellarose,pearsall,f,october 1 1985,moldova,medium_violet_red,watermelon,windows,/bin/csh,create
kc6643,kember,cuellar,f,october 20 1993,india,dark_olive_green,cherries,windows,/bin/csh,select
dd7362,dayton,dana,f,july 6 1985,bosnia_and_herzegovina,light_sea_green,nectarines,windows,/bin/bash,insert
nm6497,natsumi,milewski,f,august 29 1998,canada,dark_magenta,limes,windows,/bin/tcsh,update
jn5169,josef,nations,m,january 28 1995,chile,coral,pineapple,windows,/bin/tcsh,insert
kl9224,kumar,lippold,m,august 2 1997,denmark,olive_drab,bananas,mac,/bin/tcsh,drop
al7545,annalena,liz,f,july 29 1986,niger,powder_blue,oranges,windows,/bin/ksh,update
nh5947,natasha,hellman,f,december 7 1995,canada,steel_blue,mangoes,windows,/bin/csh,create
jf6632,jayelle,firman,f,october 21 1991,bulgaria,dark_salmon,watermelon,mac,/bin/tcsh,delete
bb1487,bobby,beidler,f,january 21 1998,north_korea,yellow_green,peaches,windows,/bin/tcsh,delete
oc6537,ola,chon,f,december 21 1993,angola,dark_olive_green,bananas,mac,/bin/bash,all
bv1262,bessie,villalva,f,july 12 1997,ireland,web_green,grapes,windows,/bin/csh,select
ja3359,jaziah,alcantar,m,december 7 1993,canada,antique_white,limes,mac,/bin/bash,create
ss9816,saban,sedlock,m,march 21 1997,russia,light_slate_gray,avocados,mac,/bin/tcsh,select
gz5723,garnet,zenon,f,may 12 1986,singapore,khaki,apples,mac,/bin/csh,insert
bl7601,brynli,lipps,f,november 22 1993,niger,aqua,pineapple,windows,/bin/tcsh,create
mp9736,majesty,panella,f,march 5 1997,liberia,rebecca_purple,limes,windows,/bin/ksh,insert
rn5896,romere,nickell,m,september 11 1992,uzbekistan,forest_green,blackberries,mac,/bin/ksh,drop
gr4335,gianny,raimondi,f,december 20 1993,vietnam,light_cyan,strawberries,mac,/bin/ksh,insert
cm2040,carine,meagher,f,september 13 1985,japan,sienna,raspberries,mac,/bin/bash,execute
zm4738,zeandre,memmott,m,september 10 1985,ivory_coast,medium_spring_green,mangoes,windows,/bin/ksh,execute
af3494,amy,fei,f,march 18 1996,italy,light_cyan,lemons,mac,/bin/ksh,create
jb4658,jaylianis,babic,f,march 26 1987,greece,medium_purple,watermelon,windows,/bin/csh,insert
wv3818,waris,vanderwall,m,february 11 1996,iceland,saddle_brown,cantaloupe,windows,/bin/ksh,drop
mm5324,millard,mirabile,m,march 7 1985,indonesia,tan,blueberries,mac,/bin/bash,update
ih2076,iosefa,hollin,m,september 22 1997,finland,orange_red,nectarines,mac,/bin/csh,drop
zl7779,zalaiyah,litt,f,july 23 1996,romania,magenta,nectarines,windows,/bin/tcsh,execute
pc8180,preston,constancio,f,august 20 1985,canada,medium_violet_red,strawberries,mac,/bin/bash,all
mm8876,maame,mackowiak,f,march 25 1988,kazakhstan,aquamarine,watermelon,mac,/bin/ksh,update
am3189,ayaz,mickelson,m,april 24 1992,romania,dark_orchid,blueberries,mac,/bin/csh,all
mm2002,munirah,moscato,f,august 16 1989,guyana,chocolate,nectarines,windows,/bin/tcsh,delete
ng1717,nikoa,guereca,m,april 25 1985,ivory_coast,dark_sea_green,avocados,windows,/bin/csh,insert
mh2087,maloni,haun,f,may 14 1993,guatemala,light_cyan,peaches,windows,/bin/tcsh,create
ks7529,kingson,strawn,m,december 27 1985,burkina_faso,saddle_brown,mangoes,mac,/bin/bash,insert
sg7489,shrija,guilbeau,f,september 18 1999,rwanda,lawn_green,strawberries,windows,/bin/tcsh,update
cp9246,copper,parkhurst,m,january 29 1989,romania,orange_red,cherries,mac,/bin/tcsh,create
ht7802,harmonee,terpening,f,june 3 1993,indonesia,light_salmon,blueberries,mac,/bin/bash,delete
mb9729,miko,basulto,f,january 27 1996,greece,dark_magenta,watermelon,mac,/bin/ksh,create
nb5435,nyzier,beshara,m,may 10 1992,ukraine,royal_blue,strawberries,windows,/bin/ksh,create
ha6996,haidy,alexandre,f,april 29 1996,romania,sandy_brown,blueberries,mac,/bin/csh,create
ss9391,scotti,siedlecki,f,december 22 1989,eritrea,medium_turquoise,mangoes,mac,/bin/csh,drop
sc4493,sameer,campisi,m,january 25 1996,niger,medium_blue,plums,windows,/bin/csh,drop
gs8067,giannina,sivakumar,f,august 30 1988,czech_republic,tan,limes,windows,/bin/tcsh,execute
td1183,terrance,degroff,m,january 5 1985,russia,aqua,blackberries,windows,/bin/ksh,update
aw5372,akari,wilder,f,august 5 1999,thailand,light_sky_blue,avocados,windows,/bin/ksh,all
dw8366,davia,witherell,f,november 23 1998,namibia,gold,limes,windows,/bin/tcsh,insert
aw8460,alaynah,wagaman,f,october 9 1991,zambia,tan,oranges,windows,/bin/tcsh,insert
ch6975,criss,hallstrom,m,february 17 1986,liberia,blanched_almond,pears,mac,/bin/csh,select
le1499,leti,ewan,f,march 30 1992,venezuela,white,peaches,mac,/bin/csh,execute
di9917,denzel,irizarry,m,june 25 1996,ireland,khaki,strawberries,mac,/bin/tcsh,execute
hs1019,hazelee,sanjuan,f,june 11 1995,azerbaijan,peru,nectarines,mac,/bin/ksh,drop
av4744,anaika,vrooman,f,july 9 1993,north_korea,salmon,apples,mac,/bin/tcsh,insert
bg1709,blayne,germano,m,december 11 1998,grenada,lawn_green,blueberries,windows,/bin/tcsh,delete
co2984,constantina,ost,f,october 19 1993,poland,sky_blue,raspberries,mac,/bin/bash,select
bf5337,broox,fiene,m,may 29 1996,chad,pink,pears,mac,/bin/bash,create
ss8849,skyelar,senko,f,january 9 1987,cayman_islands,sea_green,nectarines,mac,/bin/csh,delete
pc5177,phabian,carchi,m,september 10 1989,san_marino,medium_sea_green,mangoes,mac,/bin/ksh,update
kl7835,kenechukwu,lagomarsino,m,april 21 1994,liechtenstein,chartreuse,bananas,windows,/bin/tcsh,create
ap2523,alexy,perales,f,august 23 1987,kuwait,lavender,apples,windows,/bin/csh,select
yb5571,yohana,burrell,f,january 15 1992,ivory_coast,dark_turquoise,avocados,windows,/bin/tcsh,drop
or9624,olaf,rini,m,march 20 1991,samoa,wheat,strawberries,mac,/bin/tcsh,execute
pk5998,pike,kassner,m,may 21 1993,ivory_coast,sandy_brown,grapes,mac,/bin/tcsh,drop
ap1001,aeiress,purpura,f,january 12 1995,namibia,powder_blue,lemons,mac,/bin/ksh,drop
mp4610,makylah,parke,f,april 21 1991,burundi,rosy_brown,watermelon,windows,/bin/tcsh,drop
jl9102,janee,larimer,f,february 19 1996,great_britain,dark_orchid,raspberries,mac,/bin/ksh,execute
zb9959,zayquan,bleeker,m,august 2 1990,united_states,lime_green,blueberries,mac,/bin/tcsh,all
ds2403,devan,staggers,f,september 27 1989,iceland,moccasin,nectarines,windows,/bin/csh,insert
ep8568,elira,pinedo,f,april 4 1992,new_zealand,violet,cantaloupe,windows,/bin/csh,all
lw4980,leonila,wirick,f,september 21 1987,japan,web_gray,watermelon,windows,/bin/tcsh,execute
ka4181,kruze,arden,m,april 4 1985,poland,medium_purple,pears,windows,/bin/tcsh,delete
zf6740,zay,fellman,m,october 1 1992,sweden,ivory,nectarines,mac,/bin/tcsh,select
zr3183,zahara,reinsch,f,august 25 1985,bulgaria,dark_violet,pears,mac,/bin/bash,update
lw4433,laverne,wait,m,november 1 1993,tunisia,light_green,pineapple,windows,/bin/ksh,create
mb6872,midhuna,boatright,f,august 2 1993,belarus,dark_magenta,cherries,windows,/bin/bash,delete
rc3727,rameir,coutts,m,february 25 1991,israel,rosy_brown,peaches,windows,/bin/csh,update
kt7685,kylene,theobald,f,july 13 1987,botswana,dark_olive_green,blueberries,mac,/bin/tcsh,insert
hs3425,henryk,stueber,m,december 18 1985,the_gambia,old_lace,strawberries,mac,/bin/csh,execute
sp1686,shraga,panuco,m,september 11 1999,tanzania,crimson,pears,windows,/bin/tcsh,execute
ls4461,livie,salzman,f,january 10 1986,turkey,black,bananas,windows,/bin/ksh,delete
ln5278,lianni,nitta,f,february 18 1999,north_korea,mint_cream,watermelon,windows,/bin/tcsh,all
vb8330,vahn,borrero,m,january 7 1997,malaysia,dark_violet,limes,windows,/bin/csh,select
dm9578,daraly,maqueda,f,december 1 1994,puerto_rico,dark_goldenrod,grapes,mac,/bin/tcsh,drop
wl2586,waverly,lizardo,m,november 21 1999,cayman_islands,navy_blue,blackberries,mac,/bin/ksh,execute
nr1483,noela,roys,f,may 7 1989,niger,slate_gray,avocados,mac,/bin/tcsh,drop
cl3910,caraline,lubas,f,may 1 1991,ireland,aquamarine,blackberries,windows,/bin/ksh,all
dp6736,dawsyn,pierotti,m,june 7 1998,poland,peach_puff,lemons,mac,/bin/ksh,create
